mean,number_of_topics,var
2190.21,5,29.627
1986.238,10,47.974
1862.479,15,53.452
1772.765,20,60.666
1691.941,25,50.1
1629.643,30,58.869
1577.405,35,63.855
1534.88,40,58.528
1488.731,45,55.694
1447.461,50,57.629
1449.066,55,49.874
1453.251,60,47.707
1462.432,65,47.615
1478.242,70,44.318
1492.342,75,33.742
1509.801,80,45.274
1542.805,85,32.252
1573.630,90,44.135
1602.971,95,36.868
1640.913,100,38.651
