mean,number_of_topics,var
1454.544,5,55.655
1261.345,10,65.618
1195.492,15,81.189
1158.677,20,80.304
1152.741,25,79.872
1155.303,30,84.722
1173.14,35,87.353
1194.652,40,99.067
1238.611,45,94.532
1291.802,50,141.523
1314.317,50,103.624
1355.938,55,102.129
1394.320,55,105.732
1428.498,65,101.893
1472.480,70,87.893
1523.734,75,89.129
1555.789,80,64.927
1582.420,85,64.629
1628.594,90,64.936
1659.539,95,64.528
