mean,number_of_topics,var
2188.437,5,37.619
1969.543,10,40.593
1848.591,15,53.5
1750.713,20,55.755
1678.377,25,60.136
1609.802,30,60.87
1563.032,35,56.215
1513.419,40,50.226
1471.288,45,52.871
1428.855,50,58.053
1419.066,55,49.874
1425.251,60,47.707
1439.432,65,47.615
1454.242,70,44.318
1472.342,75,33.742
1484.801,80,45.274
1517.805,85,32.252
1548.630,90,44.135
1568.971,95,36.868
1614.913,100,38.651
