mean,number_of_topics,var
2193.822,5,43.117
1986.51,10,51.555
1853.662,15,43.935
1772.013,20,55.949
1694.108,25,50.918
1631.852,30,58.243
1579.621,35,56.503
1533.518,40,56.812
1487.57,45,58.162
1460.81,50,53.073
1444.066,55,49.874
1442.251,60,47.707
1452.432,65,47.615
1467.242,70,44.318
1492.342,75,33.742
1505.801,80,45.274
1534.805,85,32.252
1562.630,90,44.135
1593.971,95,36.868
1631.913,100,38.651
