mean,number_of_topics,var
1470.69,5,58.338
1280.651,10,71.751
1203.655,15,69.402
1170.247,20,75.122
1159.354,25,86.244
1158.7,30,90.636
1191.487,35,89.634
1202.468,40,101.888
1238.415,45,114.665
1269.927,45,105.927
1304.317,50,103.624
1336.938,55,102.129
1378.320,55,105.732
1414.498,65,101.893
1465.480,70,87.893
1503.734,75,89.129
1535.789,80,64.927
1573.420,85,64.629
1616.594,90,64.936
1650.539,95,64.528
