mean,number_of_topics,var
1475.99,5,54.755
1308.208,10,70.01
1250.688,15,76.13
1242.018,20,83.301
1270.471,25,97.847
1294.754,30,104.103
1346.53,35,112.913
1388.273,40,121.36
1466.795,45,137.62
1556.68,50,162.527
1646.938,55,102.129
1732.734,60,98.239
1824.498,65,101.893
1912.480,70,87.893
2000.734,75,64.129
2094.734,80,64.129
2174.734,85,64.129
2256.734,90,64.129
2334.734,95,64.129
2413.734,100,64.129
