mean,number_of_topics,var
2145.341,5,4.451
2074.341,10,3.681
1992.936,15,4.174
1940.599,20,7.569
1897.045,25,5.364
1870.06,30,4.218
1838.728,35,2.792
1819.887,40,9.001
1810.743,45,2.066
1791.613,50,4.6
1778.938,55,3.012
1774.734,60,4.012
1767.498,65,5.422
1777.480,70,4.294
1782.734,75,4.237
1787.734,80,6.239
1792.734,85,4.239
1803.734,90,5.923
1821.734,95,4.938
1836.734,100,5.204
