mean,number_of_topics,var
2203.765,5,3.575
2073.765,10,2.955
1984.258,15,6.539
1928.203,20,2.953
1888.305,25,4.268
1863.22,30,7.287
1817.016,35,4.255
1808.695,40,3.912
1801.603,45,3.012
1783.833,50,5.548
1776.938,55,3.012
1771.734,60,4.012
1764.498,65,5.422
1767.480,70,4.294
1772.734,75,4.237
1778.734,80,6.239
1783.734,85,4.239
1793.734,90,5.923
1812.734,95,4.938
1829.734,100,5.204
