mean,number_of_topics,var
2324.343,5,50.506
2118.418,10,70.481
2003.518,15,57.973
1904.529,20,68.697
1830.761,25,62.838
1766.18,30,61.932
1723.774,35,62.487
1668.818,40,61.471
1627.519,45,58.569
1586.525,50,54.465
