mean,number_of_topics,var
2297.036,5,71.621
2103.367,10,62.827
1981.243,15,59.817
1892.515,20,60.084
1809.748,25,59.565
1750.061,30,71.318
1695.427,35,59.668
1657.248,40,68.331
1601.34,45,63.8
1562.695,50,62.32
