mean,number_of_topics,var
2223.384,5,68.748
2016.599,10,93.721
1890.596,15,101.16
1797.656,20,114.231
1709.196,25,104.875
1652.346,30,106.293
1592.423,35,117.253
1553.596,40,112.736
1503.03,45,106.001
1459.57,50,111.195
