mean,number_of_topics,var
1389.411,5,115.354
1185.417,10,128.31
1098.244,15,130.917
1049.202,20,137.266
1024.852,25,147.501
1015.638,30,152.81
1040.967,35,152.045
1031.917,40,161.294
1075.477,45,182.962
1123.368,50,170.848
