mean,number_of_topics,var
0.86187,5,0.01008
0.86695,10,0.01793
0.85991,15,0.01271
0.87036,20,0.02257
0.87149,25,0.02072
0.86278,30,0.0215
0.86253,35,0.01186
0.85949,40,0.00749
0.84184,45,0.02043
0.85593,50,0.0126
