mean,number_of_topics,var
0.85759,5,0.00819
0.8471,10,0.00571
0.86121,15,0.01178
0.84667,20,0.00824
0.84405,25,0.01723
0.85174,30,0.0054
0.84783,35,0.01383
0.84086,40,0.01193
0.84118,45,0.01448
0.84774,50,0.0092
