mean,number_of_topics,var
0.77095,5,0.03
0.75828,10,0.03233
0.76352,15,0.02961
0.75517,20,0.02614
0.75666,25,0.03106
0.76498,30,0.01778
0.76447,35,0.03616
0.78093,40,0.03455
0.75278,45,0.02381
0.76064,50,0.02081
