mean,number_of_topics,var
1.0,5,0.0
1.0,10,0.0
1.0,15,0.0
0.97551,20,0.02702
0.85953,25,0.00701
0.85915,30,0.00873
0.87196,35,0.01156
0.8705,40,0.01736
0.86786,45,0.02504
0.86072,50,0.01059
