mean,number_of_topics,var
0.74258,5,0.02938
0.73496,10,0.03856
0.75724,15,0.03566
0.74385,20,0.05529
0.73189,25,0.03775
0.73742,30,0.03336
0.73181,35,0.04774
0.71983,40,0.04266
0.72357,45,0.03458
0.73371,50,0.03252
