mean,number_of_topics,var
0.8501,5,0.02369
0.84962,10,0.01342
0.86922,15,0.0211
0.86949,20,0.02532
0.87811,25,0.01816
0.86892,30,0.03857
0.87087,35,0.0266
0.86269,40,0.03741
0.87657,45,0.02858
0.87061,50,0.02587
