mean,number_of_topics,var
0.8576,5,0.00482
0.85855,10,0.01332
0.84167,15,0.01121
0.85854,20,0.02045
0.85456,25,0.00728
0.84457,30,0.01467
0.85285,35,0.01255
0.85106,40,0.01458
0.85244,45,0.0179
0.84293,50,0.01302
