mean,number_of_topics,var
0.80307,5,0.0298
0.80244,10,0.03723
0.80439,15,0.03714
0.80585,20,0.04167
0.81056,25,0.03355
0.81145,30,0.02681
0.81132,35,0.0354
0.8056,40,0.02488
0.80479,45,0.03066
0.81772,50,0.03098
