mean,number_of_topics,var
0.89591,5,0.01395
0.89766,10,0.01672
0.89526,15,0.0137
0.89495,20,0.01346
0.89691,25,0.01308
0.89603,30,0.01095
0.89594,35,0.01141
0.89736,40,0.00822
0.89837,45,0.009
0.8946,50,0.00866
