mean,number_of_topics,var
0.85155,5,0.01212
0.84394,10,0.00966
0.8485,15,0.00943
0.84602,20,0.01102
0.85473,25,0.00771
0.85596,30,0.00771
0.83974,35,0.0119
0.84577,40,0.01849
0.82529,45,0.02214
0.84537,50,0.01226
