mean,number_of_topics,var
0.85875,5,0.0137
0.85572,10,0.00748
0.84906,15,0.00802
0.85096,20,0.01588
0.84094,25,0.0186
0.84216,30,0.01346
0.83894,35,0.01078
0.83233,40,0.01547
0.84294,45,0.01868
0.83121,50,0.01672
