mean,number_of_topics,var
0.85522,5,0.00681
0.85489,10,0.00796
0.84878,15,0.01227
0.84779,20,0.01406
0.84449,25,0.01468
0.84173,30,0.01397
0.83994,35,0.01147
0.84111,40,0.01941
0.82938,45,0.01905
0.83312,50,0.01272
