mean,number_of_topics,var
1.0,5,0.0
0.91712,10,0.06013
0.85186,15,0.00823
0.84387,20,0.00883
0.85073,25,0.00921
0.85753,30,0.00876
0.84005,35,0.01309
0.84885,40,0.01828
0.82458,45,0.02224
0.84559,50,0.01269
