mean,number_of_topics,var
0.88356,5,0.01838
0.88323,10,0.02238
0.88495,15,0.02324
0.88514,20,0.02502
0.88756,25,0.02034
0.88814,30,0.01395
0.88632,35,0.02352
0.88417,40,0.01837
0.88287,45,0.01805
0.89162,50,0.01694
