mean,number_of_topics,var
0.85278,5,0.00447
0.847,10,0.00526
0.84251,15,0.0194
0.83181,20,0.00879
0.84093,25,0.0147
0.83751,30,0.00661
0.83557,35,0.0155
0.83444,40,0.01249
0.83996,45,0.00962
0.84494,50,0.01828
