mean,number_of_topics,var
0.74686,5,0.0285
0.75048,10,0.03569
0.74666,15,0.02756
0.74737,20,0.02896
0.74993,25,0.02515
0.74633,30,0.02018
0.74739,35,0.01889
0.7478,40,0.01904
0.74944,45,0.01765
0.74336,50,0.01537
