mean,number_of_topics,var
1.0,5,0.0
1.0,10,0.0
1.0,15,0.0
1.0,20,0.0
1.0,25,0.0
1.0,30,0.0
1.0,35,0.0
0.85142,40,0.01398
0.84893,45,0.01251
0.84954,50,0.01143
