mean,number_of_topics,var
0.79485,5,0.01834
0.78176,10,0.02106
0.78381,15,0.01356
0.78675,20,0.01659
0.78262,25,0.01501
0.79058,30,0.0176
0.79313,35,0.01759
0.78364,40,0.012
0.78169,45,0.01478
0.78541,50,0.02142
