mean,number_of_topics,var
0.80441,5,0.00969
0.78663,10,0.01904
0.78654,15,0.00658
0.80493,20,0.02861
0.81214,25,0.01173
0.80374,30,0.01045
0.79816,35,0.01448
0.80796,40,0.01348
0.81903,45,0.03197
0.81227,50,0.02275
