mean,number_of_topics,var
0.90645,5,0.00996
0.89791,10,0.01893
0.89511,15,0.01451
0.89397,20,0.01931
0.89499,25,0.0226
0.89547,30,0.01771
0.89152,35,0.01825
0.89432,40,0.02456
0.89396,45,0.0225
0.89493,50,0.01813
