mean,number_of_topics,var
0.85206,5,0.00846
0.85314,10,0.00912
0.85815,15,0.01318
0.85542,20,0.00438
0.85345,25,0.00172
0.8572,30,0.00998
0.85781,35,0.00925
0.85008,40,0.01336
0.84617,45,0.01365
0.85353,50,0.01392
