mean,number_of_topics,var
0.7367,5,0.00898
0.73687,10,0.02219
0.73234,15,0.01807
0.7253,20,0.01437
0.72127,25,0.02328
0.7205,30,0.01632
0.72181,35,0.02199
0.70442,40,0.02799
0.72374,45,0.02148
0.71377,50,0.0164
