mean,number_of_topics,var
0.84482,5,0.007
0.85621,10,0.01003
0.85618,15,0.0043
0.8528,20,0.00702
0.84243,25,0.00513
0.84788,30,0.006
0.851,35,0.0067
0.85086,40,0.01417
0.84829,45,0.01304
0.85161,50,0.01225
