mean,number_of_topics,var
0.75792,5,0.03594
0.76237,10,0.01251
0.78437,15,0.04004
0.78816,20,0.03946
0.79799,25,0.02907
0.78857,30,0.05778
0.79075,35,0.03855
0.77946,40,0.05172
0.79846,45,0.04293
0.79191,50,0.03885
