mean,number_of_topics,var
0.85379,5,0.01129
0.85232,10,0.01263
0.84521,15,0.0162
0.84922,20,0.01232
0.84594,25,0.01699
0.84222,30,0.01882
0.83784,35,0.01868
0.83723,40,0.02685
0.84004,45,0.01933
0.83868,50,0.01391
