mean,number_of_topics,var
0.73766,5,0.01803
0.73115,10,0.0122
0.73311,15,0.01758
0.7332,20,0.02094
0.7403,25,0.01537
0.74321,30,0.01476
0.72389,35,0.02095
0.72889,40,0.02045
0.74747,45,0.0278
0.73103,50,0.02275
