mean,number_of_topics,var
0.80289,5,0.00813
0.78789,10,0.0211
0.79308,15,0.01662
0.779,20,0.01523
0.78095,25,0.01247
0.79722,30,0.01477
0.78628,35,0.02077
0.78383,40,0.00752
0.77355,45,0.01501
0.77845,50,0.01007
