mean,number_of_topics,var
0.76667,5,0.01806
0.77887,10,0.03394
0.78484,15,0.01149
0.7853,20,0.03804
0.77158,25,0.01744
0.77985,30,0.02543
0.76509,35,0.0277
0.76874,40,0.01926
0.79597,45,0.03257
0.75831,50,0.01696
