mean,number_of_topics,var
0.86798,5,0.01003
0.84951,10,0.01747
0.85149,15,0.01074
0.86408,20,0.02122
0.87348,25,0.00613
0.86437,30,0.00575
0.86428,35,0.00962
0.86689,40,0.00791
0.85444,45,0.02496
0.87099,50,0.01304
