mean,number_of_topics,var
0.66507,5,0.01653
0.64658,10,0.01732
0.64073,15,0.03017
0.62786,20,0.02077
0.63851,25,0.03291
0.63249,30,0.00907
0.62856,35,0.02855
0.62698,40,0.03057
0.63395,45,0.01771
0.64759,50,0.02747
