mean,number_of_topics,var
0.8449,5,0.0082
0.85476,10,0.01375
0.84829,15,0.00757
0.84057,20,0.01068
0.84409,25,0.01085
0.83222,30,0.00654
0.83736,35,0.01887
0.84367,40,0.01425
0.84254,45,0.01106
0.83544,50,0.02138
