mean,number_of_topics,var
0.89053,5,0.01206
0.89282,10,0.01515
0.89194,15,0.01229
0.88665,20,0.01108
0.88859,25,0.01207
0.88964,30,0.00732
0.89106,35,0.00766
0.89035,40,0.01424
0.89203,45,0.01409
0.88536,50,0.01133
