mean,number_of_topics,var
0.79133,5,0.01034
0.79534,10,0.01585
0.77243,15,0.00991
0.79398,20,0.02191
0.79105,25,0.0063
0.77905,30,0.01345
0.79099,35,0.01487
0.78868,40,0.0191
0.7922,45,0.01963
0.77614,50,0.01679
