mean,number_of_topics,var
0.89518,5,0.01389
0.89789,10,0.01268
0.9008,15,0.01348
0.8961,20,0.01136
0.89928,25,0.01012
0.8976,30,0.00995
0.89559,35,0.01088
0.90005,40,0.00925
0.89797,45,0.00832
0.89883,50,0.00909
