mean,number_of_topics,var
0.85723,5,0.01638
0.86542,10,0.01794
0.87142,15,0.01301
0.8718,20,0.01979
0.86304,25,0.01516
0.86905,30,0.01584
0.85445,35,0.01086
0.85497,40,0.01254
0.87978,45,0.01886
0.85207,50,0.017
