mean,number_of_topics,var
0.85935,5,0.01551
0.84939,10,0.01505
0.84821,15,0.01063
0.85184,20,0.01202
0.84954,25,0.0083
0.85556,30,0.01274
0.85598,35,0.01388
0.8494,40,0.01311
0.84787,45,0.01119
0.85091,50,0.01694
