mean,number_of_topics,var
0.74066,5,0.01538
0.73355,10,0.01075
0.73036,15,0.01799
0.72764,20,0.02248
0.71934,25,0.0205
0.71741,30,0.02444
0.72104,35,0.01813
0.72484,40,0.02401
0.70835,45,0.02358
0.71391,50,0.01894
