mean,number_of_topics,var
1.0,5,0.0
1.0,10,0.0
1.0,15,0.0
1.0,20,0.0
1.0,25,0.0
1.0,30,0.0
1.0,35,0.0
0.7381,40,0.02113
0.73153,45,0.01803
0.73213,50,0.01853
