mean,number_of_topics,var
0.67555,5,0.01966
0.67098,10,0.01489
0.67852,15,0.02127
0.67226,20,0.01319
0.6571,25,0.02037
0.6538,30,0.01434
0.65789,35,0.01072
0.66214,40,0.02112
0.66964,45,0.01482
0.66119,50,0.0117
