mean,number_of_topics,var
0.73545,5,0.02293
0.73176,10,0.02441
0.72734,15,0.02491
0.73292,20,0.01991
0.72898,25,0.02507
0.72502,30,0.02722
0.72181,35,0.02809
0.72191,40,0.03562
0.72661,45,0.02797
0.72252,50,0.02183
