mean,number_of_topics,var
1.0,5,0.0
0.71728,10,0.03504
0.76729,15,0.02616
0.77204,20,0.03148
0.77104,25,0.03242
0.77447,30,0.02961
0.77454,35,0.02681
0.77744,40,0.03057
0.77867,45,0.02861
0.77741,50,0.02813
