mean,number_of_topics,var
0.80266,5,0.03572
0.80196,10,0.03395
0.8008,15,0.03894
0.8123,20,0.03382
0.80673,25,0.02607
0.80579,30,0.02885
0.81655,35,0.03061
0.81516,40,0.02839
0.80825,45,0.0363
0.81067,50,0.02485
