mean,number_of_topics,var
0.8556,5,0.00476
0.86219,10,0.01268
0.85241,15,0.01501
0.86046,20,0.00783
0.8524,25,0.01424
0.84934,30,0.01052
0.84897,35,0.0107
0.84709,40,0.01248
0.85029,45,0.01442
0.8565,50,0.01908
