mean,number_of_topics,var
0.6667,5,0.02165
0.6527,10,0.01116
0.67536,15,0.0222
0.64807,20,0.01828
0.64102,25,0.03047
0.65442,30,0.01753
0.64455,35,0.02373
0.63866,40,0.01428
0.63623,45,0.01726
0.64583,50,0.0182
