mean,number_of_topics,var
1.0,5,0.0
1.0,10,0.0
1.0,15,0.0
0.70183,20,0.10584
0.78756,25,0.04313
0.75238,30,0.04526
0.75395,35,0.06728
0.75346,40,0.05678
0.75257,45,0.06054
0.75434,50,0.06009
