mean,number_of_topics,var
1.0,5,0.0
0.84725,10,0.03315
0.84554,15,0.04503
0.84953,20,0.0369
0.85726,25,0.03212
0.85616,30,0.03276
0.85837,35,0.03355
0.85978,40,0.02728
0.85806,45,0.03095
0.86191,50,0.02507
