mean,number_of_topics,var
0.79881,5,0.01657
0.80952,10,0.00723
0.80438,15,0.02441
0.8117,20,0.01711
0.81517,25,0.01937
0.80145,30,0.02591
0.80019,35,0.02154
0.80995,40,0.02211
0.80728,45,0.01408
0.8079,50,0.021
