mean,number_of_topics,var
0.80102,5,0.00837
0.80575,10,0.00739
0.79606,15,0.01572
0.79872,20,0.0209
0.78869,25,0.02145
0.8043,30,0.01739
0.79282,35,0.02238
0.79785,40,0.01894
0.84167,45,0.05719
0.79886,50,0.01733
