mean,number_of_topics,var
0.73096,5,0.0199
0.75667,10,0.03577
0.7699,15,0.02322
0.78763,20,0.03712
0.78832,25,0.0176
0.7873,30,0.0423
0.78314,35,0.04219
0.79068,40,0.02726
0.79237,45,0.05874
0.78726,50,0.04297
