mean,number_of_topics,var
0.72584,5,0.01087
0.74636,10,0.01943
0.74241,15,0.00606
0.73395,20,0.01353
0.72743,25,0.01114
0.73185,30,0.01236
0.73591,35,0.01693
0.73617,40,0.01585
0.73141,45,0.01763
0.7365,50,0.01764
