mean,number_of_topics,var
0.78526,5,0.01328
0.78405,10,0.01172
0.79187,15,0.0172
0.78789,20,0.00683
0.78855,25,0.00448
0.79148,30,0.01376
0.79528,35,0.00807
0.78267,40,0.01994
0.77723,45,0.01494
0.78742,50,0.02383
