mean,number_of_topics,var
0.74577,5,0.02816
0.75011,10,0.02301
0.75521,15,0.02915
0.74669,20,0.02181
0.75224,25,0.02318
0.74908,30,0.01672
0.74522,35,0.02044
0.75239,40,0.02119
0.74919,45,0.01743
0.75001,50,0.01688
